subject,relation,object
天镇县,暴雨洪涝造成了损失,1
朔州市,暴雨洪涝造成了损失,人
朔州市,暴雨洪涝造成了损失,房屋
朔州市,暴雨洪涝造成了损失,农作物
朔州市,暴雨洪涝造成了损失,1
山阴县,暴雨洪涝造成了损失,人
山阴县,暴雨洪涝造成了损失,房屋
山阴县,暴雨洪涝造成了损失,农作物
山阴县,暴雨洪涝造成了损失,1
呼和浩特,暴雨洪涝造成了损失,人
呼和浩特,暴雨洪涝造成了损失,房屋
呼和浩特,暴雨洪涝造成了损失,农作物
呼和浩特,暴雨洪涝造成了损失,1
包头,暴雨洪涝造成了损失,人
包头,暴雨洪涝造成了损失,房屋
包头,暴雨洪涝造成了损失,农作物
包头,暴雨洪涝造成了损失,1
赤峰,暴雨洪涝造成了损失,人
赤峰,暴雨洪涝造成了损失,房屋
赤峰,暴雨洪涝造成了损失,农作物
赤峰,暴雨洪涝造成了损失,1
阜新,暴雨洪涝造成了损失,人
阜新,暴雨洪涝造成了损失,房屋
阜新,暴雨洪涝造成了损失,农作物
阜新,暴雨洪涝造成了损失,1
朝阳,暴雨洪涝造成了损失,人
朝阳,暴雨洪涝造成了损失,房屋
朝阳,暴雨洪涝造成了损失,农作物
朝阳,暴雨洪涝造成了损失,1
葫芦岛,暴雨洪涝造成了损失,人
葫芦岛,暴雨洪涝造成了损失,房屋
葫芦岛,暴雨洪涝造成了损失,农作物
葫芦岛,暴雨洪涝造成了损失,1
吉林省,暴雨洪涝造成了损失,人
吉林省,暴雨洪涝造成了损失,房屋
吉林省,暴雨洪涝造成了损失,农作物
吉林省,暴雨洪涝造成了损失,1
长春,暴雨洪涝造成了损失,人
长春,暴雨洪涝造成了损失,房屋
长春,暴雨洪涝造成了损失,农作物
长春,暴雨洪涝造成了损失,1
松原,暴雨洪涝造成了损失,人
松原,暴雨洪涝造成了损失,房屋
松原,暴雨洪涝造成了损失,农作物
松原,暴雨洪涝造成了损失,1
7月27日,暴雨洪涝发生于,山西
7月27日,暴雨洪涝发生于,内蒙
7月27日,暴雨洪涝发生于,辽宁
7月27日,暴雨洪涝发生于,吉林
7月27日,暴雨洪涝发生于,内蒙古自治区
7月27日,暴雨洪涝发生于,辽宁省
7月27日,暴雨洪涝发生于,山西省
7月27日,暴雨洪涝发生于,大同市
7月27日,暴雨洪涝发生于,阳高县
7月27日,暴雨洪涝发生于,天镇县
7月27日,暴雨洪涝发生于,朔州市
7月27日,暴雨洪涝发生于,山阴县
7月27日,暴雨洪涝发生于,呼和浩特
7月27日,暴雨洪涝发生于,包头
7月27日,暴雨洪涝发生于,赤峰
7月27日,暴雨洪涝发生于,阜新
7月27日,暴雨洪涝发生于,朝阳
7月27日,暴雨洪涝发生于,葫芦岛
7月27日,暴雨洪涝发生于,吉林省
7月27日,暴雨洪涝发生于,长春
7月27日,暴雨洪涝发生于,松原
7月27日,暴雨洪涝造成了损失,人
7月27日,暴雨洪涝造成了损失,房屋
7月27日,暴雨洪涝造成了损失,农作物
7月27日,暴雨洪涝造成了损失,1
7月30日,暴雨洪涝发生于,山西
7月30日,暴雨洪涝发生于,内蒙
7月30日,暴雨洪涝发生于,辽宁
7月30日,暴雨洪涝发生于,吉林
7月30日,暴雨洪涝发生于,内蒙古自治区
7月30日,暴雨洪涝发生于,辽宁省
7月30日,暴雨洪涝发生于,山西省
7月30日,暴雨洪涝发生于,大同市
7月30日,暴雨洪涝发生于,阳高县
7月30日,暴雨洪涝发生于,天镇县
7月30日,暴雨洪涝发生于,朔州市
7月30日,暴雨洪涝发生于,山阴县
7月30日,暴雨洪涝发生于,呼和浩特
7月30日,暴雨洪涝发生于,包头
7月30日,暴雨洪涝发生于,赤峰
7月30日,暴雨洪涝发生于,阜新
7月30日,暴雨洪涝发生于,朝阳
7月30日,暴雨洪涝发生于,葫芦岛
7月30日,暴雨洪涝发生于,吉林省
7月30日,暴雨洪涝发生于,长春
7月30日,暴雨洪涝发生于,松原
7月30日,暴雨洪涝造成了损失,人
7月30日,暴雨洪涝造成了损失,房屋
7月30日,暴雨洪涝造成了损失,农作物
7月30日,暴雨洪涝造成了损失,1
辽宁,暴雨洪涝造成了损失,人
辽宁,暴雨洪涝造成了损失,房屋
辽宁,暴雨洪涝造成了损失,大中型水库
广东,暴雨洪涝造成了损失,人
广东,暴雨洪涝造成了损失,房屋
广东,暴雨洪涝造成了损失,大中型水库
辽宁省,暴雨洪涝造成了损失,人
辽宁省,暴雨洪涝造成了损失,房屋
辽宁省,暴雨洪涝造成了损失,大中型水库
抚顺,暴雨洪涝造成了损失,人
抚顺,暴雨洪涝造成了损失,房屋
抚顺,暴雨洪涝造成了损失,大中型水库
沈阳,暴雨洪涝造成了损失,人
沈阳,暴雨洪涝造成了损失,房屋
沈阳,暴雨洪涝造成了损失,大中型水库
铁岭,暴雨洪涝造成了损失,人
铁岭,暴雨洪涝造成了损失,房屋
铁岭,暴雨洪涝造成了损失,大中型水库
广东省,暴雨洪涝造成了损失,人
广东省,暴雨洪涝造成了损失,房屋
广东省,暴雨洪涝造成了损失,大中型水库
韶关,暴雨洪涝造成了损失,人
韶关,暴雨洪涝造成了损失,房屋
韶关,暴雨洪涝造成了损失,大中型水库
河源,暴雨洪涝造成了损失,人
河源,暴雨洪涝造成了损失,房屋
河源,暴雨洪涝造成了损失,大中型水库
8月19日,暴雨洪涝发生于,辽宁
8月19日,暴雨洪涝发生于,广东
8月19日,暴雨洪涝发生于,辽宁省
8月19日,暴雨洪涝发生于,抚顺
8月19日,暴雨洪涝发生于,沈阳
8月19日,暴雨洪涝发生于,铁岭
8月19日,暴雨洪涝发生于,广东省
8月19日,暴雨洪涝发生于,韶关
8月19日,暴雨洪涝发生于,河源
8月19日,暴雨洪涝造成了损失,人
8月19日,暴雨洪涝造成了损失,房屋
8月19日,暴雨洪涝造成了损失,大中型水库
吉林,暴雨洪涝造成了损失,人
吉林,暴雨洪涝造成了损失,农作物
辽宁省,暴雨洪涝造成了损失,人
辽宁省,暴雨洪涝造成了损失,农作物
丹东市,暴雨洪涝造成了损失,人
丹东市,暴雨洪涝造成了损失,农作物
盘锦市,暴雨洪涝造成了损失,人
盘锦市,暴雨洪涝造成了损失,农作物
吉林省,暴雨洪涝造成了损失,人
吉林省,暴雨洪涝造成了损失,农作物
长春市,暴雨洪涝造成了损失,人
长春市,暴雨洪涝造成了损失,农作物
松原市,暴雨洪涝造成了损失,人
松原市,暴雨洪涝造成了损失,农作物
延边朝鲜族自治州,暴雨洪涝造成了损失,人
延边朝鲜族自治州,暴雨洪涝造成了损失,农作物
8月28日,暴雨洪涝发生于,吉林
8月28日,暴雨洪涝发生于,辽宁省
8月28日,暴雨洪涝发生于,丹东市
8月28日,暴雨洪涝发生于,盘锦市
8月28日,暴雨洪涝发生于,吉林省
8月28日,暴雨洪涝发生于,长春市
8月28日,暴雨洪涝发生于,松原市
8月28日,暴雨洪涝发生于,延边朝鲜族自治州
8月28日,暴雨洪涝造成了损失,人
8月28日,暴雨洪涝造成了损失,农作物
28日,暴雨洪涝发生于,吉林
28日,暴雨洪涝发生于,辽宁省
28日,暴雨洪涝发生于,丹东市
28日,暴雨洪涝发生于,盘锦市
28日,暴雨洪涝发生于,吉林省
28日,暴雨洪涝发生于,长春市
28日,暴雨洪涝发生于,松原市
28日,暴雨洪涝发生于,延边朝鲜族自治州
28日,暴雨洪涝造成了损失,人
28日,暴雨洪涝造成了损失,农作物
29日,暴雨洪涝发生于,吉林
29日,暴雨洪涝发生于,辽宁省
29日,暴雨洪涝发生于,丹东市
29日,暴雨洪涝发生于,盘锦市
29日,暴雨洪涝发生于,吉林省
29日,暴雨洪涝发生于,长春市
29日,暴雨洪涝发生于,松原市
29日,暴雨洪涝发生于,延边朝鲜族自治州
29日,暴雨洪涝造成了损失,人
29日,暴雨洪涝造成了损失,农作物
8月30日,暴雨洪涝发生于,吉林
8月30日,暴雨洪涝发生于,辽宁省
8月30日,暴雨洪涝发生于,丹东市
8月30日,暴雨洪涝发生于,盘锦市
8月30日,暴雨洪涝发生于,吉林省
8月30日,暴雨洪涝发生于,长春市
8月30日,暴雨洪涝发生于,松原市
8月30日,暴雨洪涝发生于,延边朝鲜族自治州
8月30日,暴雨洪涝造成了损失,人
8月30日,暴雨洪涝造成了损失,农作物
吉林,暴雨洪涝造成了损失,农田
吉林,暴雨洪涝造成了损失,房屋
吉林,暴雨洪涝造成了损失,道路
吉林,暴雨洪涝造成了损失,桥梁
吉林,暴雨洪涝造成了损失,人
吉林,暴雨洪涝造成了损失,农作物
黑龙江,暴雨洪涝造成了损失,农田
黑龙江,暴雨洪涝造成了损失,房屋
黑龙江,暴雨洪涝造成了损失,道路
黑龙江,暴雨洪涝造成了损失,桥梁
黑龙江,暴雨洪涝造成了损失,人
黑龙江,暴雨洪涝造成了损失,农作物
吉林省,暴雨洪涝造成了损失,农田
吉林省,暴雨洪涝造成了损失,房屋
吉林省,暴雨洪涝造成了损失,道路
吉林省,暴雨洪涝造成了损失,桥梁
吉林省,暴雨洪涝造成了损失,人
吉林省,暴雨洪涝造成了损失,农作物
松原市,暴雨洪涝造成了损失,农田
松原市,暴雨洪涝造成了损失,房屋
松原市,暴雨洪涝造成了损失,道路
松原市,暴雨洪涝造成了损失,桥梁
松原市,暴雨洪涝造成了损失,人
松原市,暴雨洪涝造成了损失,农作物
吉林市,暴雨洪涝造成了损失,农田
吉林市,暴雨洪涝造成了损失,房屋
吉林市,暴雨洪涝造成了损失,道路
吉林市,暴雨洪涝造成了损失,桥梁
吉林市,暴雨洪涝造成了损失,人
吉林市,暴雨洪涝造成了损失,农作物
黑龙江省,暴雨洪涝造成了损失,农田
黑龙江省,暴雨洪涝造成了损失,房屋
黑龙江省,暴雨洪涝造成了损失,道路
黑龙江省,暴雨洪涝造成了损失,桥梁
黑龙江省,暴雨洪涝造成了损失,人
黑龙江省,暴雨洪涝造成了损失,农作物
大庆市,暴雨洪涝造成了损失,农田
大庆市,暴雨洪涝造成了损失,房屋
大庆市,暴雨洪涝造成了损失,道路
大庆市,暴雨洪涝造成了损失,桥梁
大庆市,暴雨洪涝造成了损失,人
大庆市,暴雨洪涝造成了损失,农作物
伊春市,暴雨洪涝造成了损失,农田
伊春市,暴雨洪涝造成了损失,房屋
伊春市,暴雨洪涝造成了损失,道路
伊春市,暴雨洪涝造成了损失,桥梁
伊春市,暴雨洪涝造成了损失,人
伊春市,暴雨洪涝造成了损失,农作物
鹤岗市,暴雨洪涝造成了损失,农田
鹤岗市,暴雨洪涝造成了损失,房屋
鹤岗市,暴雨洪涝造成了损失,道路
鹤岗市,暴雨洪涝造成了损失,桥梁
鹤岗市,暴雨洪涝造成了损失,人
鹤岗市,暴雨洪涝造成了损失,农作物
绥化市,暴雨洪涝造成了损失,农田
绥化市,暴雨洪涝造成了损失,房屋
绥化市,暴雨洪涝造成了损失,道路
绥化市,暴雨洪涝造成了损失,桥梁
绥化市,暴雨洪涝造成了损失,人
绥化市,暴雨洪涝造成了损失,农作物
望奎县,暴雨洪涝造成了损失,农田
望奎县,暴雨洪涝造成了损失,房屋
望奎县,暴雨洪涝造成了损失,道路
望奎县,暴雨洪涝造成了损失,桥梁
望奎县,暴雨洪涝造成了损失,人
望奎县,暴雨洪涝造成了损失,农作物
齐齐哈尔,暴雨洪涝造成了损失,农田
齐齐哈尔,暴雨洪涝造成了损失,房屋
齐齐哈尔,暴雨洪涝造成了损失,道路
齐齐哈尔,暴雨洪涝造成了损失,桥梁
齐齐哈尔,暴雨洪涝造成了损失,人
齐齐哈尔,暴雨洪涝造成了损失,农作物
大庆,暴雨洪涝造成了损失,农田
大庆,暴雨洪涝造成了损失,房屋
大庆,暴雨洪涝造成了损失,道路
大庆,暴雨洪涝造成了损失,桥梁
大庆,暴雨洪涝造成了损失,人
大庆,暴雨洪涝造成了损失,农作物
黑河,暴雨洪涝造成了损失,农田
黑河,暴雨洪涝造成了损失,房屋
黑河,暴雨洪涝造成了损失,道路
黑河,暴雨洪涝造成了损失,桥梁
黑河,暴雨洪涝造成了损失,人
黑河,暴雨洪涝造成了损失,农作物
伊春,暴雨洪涝造成了损失,农田
伊春,暴雨洪涝造成了损失,房屋
伊春,暴雨洪涝造成了损失,道路
伊春,暴雨洪涝造成了损失,桥梁
伊春,暴雨洪涝造成了损失,人
伊春,暴雨洪涝造成了损失,农作物
鹤岗,暴雨洪涝造成了损失,农田
鹤岗,暴雨洪涝造成了损失,房屋
鹤岗,暴雨洪涝造成了损失,道路
鹤岗,暴雨洪涝造成了损失,桥梁
鹤岗,暴雨洪涝造成了损失,人
鹤岗,暴雨洪涝造成了损失,农作物
佳木斯,暴雨洪涝造成了损失,农田
佳木斯,暴雨洪涝造成了损失,房屋
佳木斯,暴雨洪涝造成了损失,道路
佳木斯,暴雨洪涝造成了损失,桥梁
佳木斯,暴雨洪涝造成了损失,人
佳木斯,暴雨洪涝造成了损失,农作物
抚远,暴雨洪涝造成了损失,农田
抚远,暴雨洪涝造成了损失,房屋
抚远,暴雨洪涝造成了损失,道路
抚远,暴雨洪涝造成了损失,桥梁
抚远,暴雨洪涝造成了损失,人
抚远,暴雨洪涝造成了损失,农作物
8月12日,暴雨洪涝发生于,吉林
8月12日,暴雨洪涝发生于,黑龙江
8月12日,暴雨洪涝发生于,吉林省
8月12日,暴雨洪涝发生于,松原市
8月12日,暴雨洪涝发生于,吉林市
8月12日,暴雨洪涝发生于,黑龙江省
8月12日,暴雨洪涝发生于,大庆市
8月12日,暴雨洪涝发生于,伊春市
8月12日,暴雨洪涝发生于,鹤岗市
8月12日,暴雨洪涝发生于,绥化市
8月12日,暴雨洪涝发生于,望奎县
8月12日,暴雨洪涝发生于,齐齐哈尔
8月12日,暴雨洪涝发生于,大庆
8月12日,暴雨洪涝发生于,黑河
8月12日,暴雨洪涝发生于,伊春
8月12日,暴雨洪涝发生于,鹤岗
8月12日,暴雨洪涝发生于,佳木斯
8月12日,暴雨洪涝发生于,抚远
8月12日,暴雨洪涝造成了损失,农田
8月12日,暴雨洪涝造成了损失,房屋
8月12日,暴雨洪涝造成了损失,道路
8月12日,暴雨洪涝造成了损失,桥梁
8月12日,暴雨洪涝造成了损失,人
8月12日,暴雨洪涝造成了损失,农作物
13日,暴雨洪涝发生于,吉林
13日,暴雨洪涝发生于,黑龙江
13日,暴雨洪涝发生于,吉林省
13日,暴雨洪涝发生于,松原市
13日,暴雨洪涝发生于,吉林市
13日,暴雨洪涝发生于,黑龙江省
13日,暴雨洪涝发生于,大庆市
13日,暴雨洪涝发生于,伊春市
13日,暴雨洪涝发生于,鹤岗市
13日,暴雨洪涝发生于,绥化市
13日,暴雨洪涝发生于,望奎县
13日,暴雨洪涝发生于,齐齐哈尔
13日,暴雨洪涝发生于,大庆
13日,暴雨洪涝发生于,黑河
13日,暴雨洪涝发生于,伊春
13日,暴雨洪涝发生于,鹤岗
13日,暴雨洪涝发生于,佳木斯
13日,暴雨洪涝发生于,抚远
13日,暴雨洪涝造成了损失,农田
13日,暴雨洪涝造成了损失,房屋
13日,暴雨洪涝造成了损失,道路
13日,暴雨洪涝造成了损失,桥梁
13日,暴雨洪涝造成了损失,人
13日,暴雨洪涝造成了损失,农作物
10时,暴雨洪涝发生于,吉林
10时,暴雨洪涝发生于,黑龙江
10时,暴雨洪涝发生于,吉林省
10时,暴雨洪涝发生于,松原市
10时,暴雨洪涝发生于,吉林市
10时,暴雨洪涝发生于,黑龙江省
10时,暴雨洪涝发生于,大庆市
10时,暴雨洪涝发生于,伊春市
10时,暴雨洪涝发生于,鹤岗市
10时,暴雨洪涝发生于,绥化市
10时,暴雨洪涝发生于,望奎县
10时,暴雨洪涝发生于,齐齐哈尔
10时,暴雨洪涝发生于,大庆
10时,暴雨洪涝发生于,黑河
10时,暴雨洪涝发生于,伊春
10时,暴雨洪涝发生于,鹤岗
10时,暴雨洪涝发生于,佳木斯
10时,暴雨洪涝发生于,抚远
10时,暴雨洪涝造成了损失,农田
10时,暴雨洪涝造成了损失,房屋
10时,暴雨洪涝造成了损失,道路
10时,暴雨洪涝造成了损失,桥梁
10时,暴雨洪涝造成了损失,人
10时,暴雨洪涝造成了损失,农作物
广东,暴雨洪涝造成了损失,人
广东,暴雨洪涝造成了损失,房屋
广东,暴雨洪涝造成了损失,农作物
广东,暴雨洪涝造成了损失,松滋县
广东,暴雨洪涝造成了损失,旅客
广东,暴雨洪涝造成了损失,民房
8月19日,暴雨洪涝发生于,广东
8月19日,暴雨洪涝造成了损失,人
8月19日,暴雨洪涝造成了损失,房屋
8月19日,暴雨洪涝造成了损失,农作物
8月19日,暴雨洪涝造成了损失,松滋县
8月19日,暴雨洪涝造成了损失,旅客
8月19日,暴雨洪涝造成了损失,民房
辽宁,暴雨洪涝造成了损失,人
辽宁,暴雨洪涝造成了损失,房屋
辽宁,暴雨洪涝造成了损失,农作物
吉林,暴雨洪涝造成了损失,人
吉林,暴雨洪涝造成了损失,房屋
吉林,暴雨洪涝造成了损失,农作物
黑龙江,暴雨洪涝造成了损失,人
黑龙江,暴雨洪涝造成了损失,房屋
黑龙江,暴雨洪涝造成了损失,农作物
抚顺,暴雨洪涝造成了损失,人
抚顺,暴雨洪涝造成了损失,房屋
抚顺,暴雨洪涝造成了损失,农作物
8月14号,暴雨洪涝发生于,辽宁
8月14号,暴雨洪涝发生于,吉林
8月14号,暴雨洪涝发生于,黑龙江
8月14号,暴雨洪涝发生于,抚顺
8月14号,暴雨洪涝造成了损失,人
8月14号,暴雨洪涝造成了损失,房屋
8月14号,暴雨洪涝造成了损失,农作物
8月19日,暴雨洪涝发生于,辽宁
8月19日,暴雨洪涝发生于,吉林
8月19日,暴雨洪涝发生于,黑龙江
8月19日,暴雨洪涝发生于,抚顺
8月19日,暴雨洪涝造成了损失,人
8月19日,暴雨洪涝造成了损失,房屋
8月19日,暴雨洪涝造成了损失,农作物
吉林,暴雨洪涝造成了损失,人
吉林,暴雨洪涝造成了损失,房屋
吉林,暴雨洪涝造成了损失,农作物
黑龙江,暴雨洪涝造成了损失,人
黑龙江,暴雨洪涝造成了损失,房屋
黑龙江,暴雨洪涝造成了损失,农作物
吉林省,暴雨洪涝造成了损失,人
吉林省,暴雨洪涝造成了损失,房屋
吉林省,暴雨洪涝造成了损失,农作物
通化,暴雨洪涝造成了损失,人
通化,暴雨洪涝造成了损失,房屋
通化,暴雨洪涝造成了损失,农作物
延边,暴雨洪涝造成了损失,人
延边,暴雨洪涝造成了损失,房屋
延边,暴雨洪涝造成了损失,农作物
白山,暴雨洪涝造成了损失,人
白山,暴雨洪涝造成了损失,房屋
